MGI Gene ID	Gene Symbol	Theiler Stage	Structure Name	MGI anatomy ID	UBERON ID	EMAPA ID	MA ID	MGI Assay ID	MGI Ref ID	PubMed ID
MGI:1933114	Bcl9l	23	humerus	4860887	0000976	18468		MGI:4823454	J:153498	21267068
MGI:88156	Bglap	23	humerus	4860887	0000976	18468		MGI:2675091	J:67305	11165481
MGI:88157	Bglap2	23	humerus	4860887	0000976	18468		MGI:2675092	J:67305	11165481
MGI:1917487	Bhlhb9	23	humerus	4860887	0000976	18468		MGI:4823466	J:153498	21267068
MGI:1917487	Bhlhb9	23	humerus	4860887	0000976	18468		MGI:4823466	J:153498	21267068
MGI:1917487	Bhlhb9	23	humerus	4860887	0000976	18468		MGI:4823466	J:153498	21267068
MGI:1917487	Bhlhb9	23	humerus	4860887	0000976	18468		MGI:4823466	J:153498	21267068
MGI:1917487	Bhlhb9	23	humerus	4860887	0000976	18468		MGI:4823466	J:153498	21267068
MGI:88179	Bmp3	23	humerus	4860887	0000976	18468		MGI:2675079	J:67305	11165481
MGI:88179	Bmp3	23	humerus	4860887	0000976	18468		MGI:2675079	J:67305	11165481
MGI:88181	Bmp5	23	humerus	4860887	0000976	18468		MGI:4823486	J:153498	21267068
MGI:88181	Bmp5	23	humerus	4860887	0000976	18468		MGI:4823486	J:153498	21267068
MGI:88181	Bmp5	23	humerus	4860887	0000976	18468		MGI:4823486	J:153498	21267068
MGI:88181	Bmp5	23	humerus	4860887	0000976	18468		MGI:4823486	J:153498	21267068
MGI:2146836	Brpf3	23	humerus	4860887	0000976	18468		MGI:4823506	J:153498	21267068
MGI:2146836	Brpf3	23	humerus	4860887	0000976	18468		MGI:4823506	J:153498	21267068
MGI:2146836	Brpf3	23	humerus	4860887	0000976	18468		MGI:4823506	J:153498	21267068
MGI:2146836	Brpf3	23	humerus	4860887	0000976	18468		MGI:4823506	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:1925911	C1qtnf7	23	humerus	4860887	0000976	18468		MGI:4823542	J:153498	21267068
MGI:2148050	C77370	23	humerus	4860887	0000976	18468		MGI:4823561	J:153498	21267068
MGI:2148050	C77370	23	humerus	4860887	0000976	18468		MGI:4823561	J:153498	21267068
MGI:2148050	C77370	23	humerus	4860887	0000976	18468		MGI:4823561	J:153498	21267068
MGI:2148050	C77370	23	humerus	4860887	0000976	18468		MGI:4823561	J:153498	21267068
MGI:2442722	Cadm2	23	humerus	4860887	0000976	18468		MGI:4823590	J:153498	21267068
MGI:2442722	Cadm2	23	humerus	4860887	0000976	18468		MGI:4823590	J:153498	21267068
MGI:2442722	Cadm2	23	humerus	4860887	0000976	18468		MGI:4823590	J:153498	21267068
MGI:2442722	Cadm2	23	humerus	4860887	0000976	18468		MGI:4823590	J:153498	21267068
MGI:2442722	Cadm2	23	humerus	4860887	0000976	18468		MGI:4823590	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:2443963	Cadps2	23	humerus	4860887	0000976	18468		MGI:4823593	J:153498	21267068
MGI:101950	Calcr	23	humerus	4860887	0000976	18468		MGI:2684147	J:52023	9886862
MGI:1915816	Caly	23	humerus	4860887	0000976	18468		MGI:4823598	J:153498	21267068
MGI:1915816	Caly	23	humerus	4860887	0000976	18468		MGI:4823598	J:153498	21267068
MGI:1915816	Caly	23	humerus	4860887	0000976	18468		MGI:4823598	J:153498	21267068
MGI:1915816	Caly	23	humerus	4860887	0000976	18468		MGI:4823598	J:153498	21267068
