Allele ID(s)	MGI Marker Accession ID	PubMed ID	Mammalian Phenotype ID	MP term name	Entity 1	Quality 1	Quality 2	Entity 2
MGI:3783769	MGI:1922667	18067586	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2448999	MGI:1929915	12446700	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3587949	MGI:2139360	16380715	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856594	MGI:2180197		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3621893	MGI:2442252	16207730	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3707726	MGI:2442252	17119023	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3707955	MGI:2442252	17119023	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3603530	MGI:2444465	16087869	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3526693	MGI:2670972	15345741	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2681241	MGI:2681221		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2681692	MGI:2681249		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3038814	MGI:3038441		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856651	MGI:3045421	7276519	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3665247	MGI:3665245	16964440	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3665247	MGI:3665245	16964440	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3665439	MGI:3665435	16964445	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3665439	MGI:3665435	16964445	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857661	MGI:3762254	"195,463,188,900,279"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:5009280	MGI:4868747		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:5426404	MGI:5426407		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3800577	MGI:88075		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856703	MGI:88415		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3796248	MGI:88462	18382769	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857644	MGI:94863	9758139	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857878	MGI:94889		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856599	MGI:94922	7328306	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861195	MGI:95282		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861195	MGI:95282		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1930647	MGI:95389	9778510	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857163	MGI:95389	12832534	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857163	MGI:95389	"79,250,108,684,466"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1930664	MGI:95389	"86,844,669,778,510"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2445967	MGI:95462	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2445968	MGI:95462	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2445970	MGI:95462	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2153342|MGI:2153343	MGI:95522	9694798	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2153343	MGI:95522	9694798	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3620059	MGI:95522	16421190	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856602	MGI:95529	405279	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388397	MGI:95655	12399319	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3711070	MGI:95655	17504940	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856340	MGI:95688	9012517	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2682016	MGI:95713	16155213	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856283	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856283	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856284	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856285	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856286	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856286	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856287	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856287	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856288	MGI:95729	6062373	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856282	MGI:95729	7202526	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856282	MGI:95729	7202526	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856275	MGI:95729	17400206	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856275	MGI:95729	17400206	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856276	MGI:95729	17400206	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3711052	MGI:95729	17400206	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856284	MGI:95729	"58,061,666,062,373"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857336	MGI:96173	5519671	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150506	MGI:96173	8898214	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150506	MGI:96173	8898214	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150507	MGI:96173	8898214	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150507	MGI:96173	8898214	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2446018	MGI:96200	11101844	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2446027	MGI:96200	11101844	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857964	MGI:96204	8620844	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857871	MGI:96205	8106170	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2151805	MGI:96205	8620844	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857871	MGI:96205	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2445969	MGI:96205	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2445971	MGI:96205	8978698	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857397	MGI:96205	9580668	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857871	MGI:96205	"88,982,149,659,925"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3625122	MGI:96417	"1,257,285,016,505,000"	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2176236	MGI:96418	9097952	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1934258	MGI:96533	10465785	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1934258	MGI:96533	11748145	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3832453	MGI:96644	5947645	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856576	MGI:96644		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856944	MGI:96856		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3773670	MGI:97373		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1888374	MGI:97383	8145823	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856985	MGI:97497		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857010	MGI:97827		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2136273	MGI:98214	11493527	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857047	MGI:98322		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856182	MGI:98457		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861131	MGI:98479		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861131	MGI:98479		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861472	MGI:98490		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2655214	MGI:98495	12668638	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3777583	MGI:98961		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:5315309	MGI:98961		MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857768	MGI:99484	10195896	MP:0002110	abnormal digit morphology	UBERON:0002544 ! digit	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388595	MGI:101926	12000792	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388594	MGI:101927	12000792	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1859929	MGI:103076	9241280	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1933757	MGI:104564	9136926	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:4836362	MGI:106040	21705796	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2156825	MGI:106679	10677508	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2158498	MGI:107191	10631181	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2158497	MGI:107191	10631182	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388890	MGI:107489	15029877	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856014	MGI:1277234	13654621	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2178751	MGI:1277980	11937493	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861713	MGI:1330810	10227293	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1934580	MGI:1330810	10227293	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857729	MGI:1337006	9988279	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856705	MGI:1347466		MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2681466	MGI:1916298	12095919	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3817312	MGI:1918480	18852472	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2152544	MGI:1920918	11818962	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3045113	MGI:1931028	15703196	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2655736	MGI:2137520	12665593	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3039046	MGI:2176159	15030763	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:5007063	MGI:2681120	22280990	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2152978	MGI:88452	7590256	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857154	MGI:88467	10021460	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1930664	MGI:95389	8684466	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388397	MGI:95655	12399319	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1855974	MGI:95688	10631181	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1855972	MGI:95688		MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856275	MGI:95729	6049666	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2451059	MGI:95872	12403825	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857336	MGI:96173	5519671	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857836	MGI:97373	10468599	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2155612	MGI:97495	11566859	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3053959	MGI:98297	15315763	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3038818	MGI:98872		MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856324	MGI:99400		MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1934195|MGI:3721277	MGI:99851	16940420	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3721277	MGI:99851	16940420	MP:0002115	abnormal limb bone morphology	UBERON:0002428 ! limb bone	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856291	MGI:101815	2997621	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2654744	MGI:101815		MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3808010	MGI:102556	18579682	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1859929	MGI:103076	9241280	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2182708	MGI:103222	10835630	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:4457499	MGI:103222	20338044	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1934200	MGI:107374	10049363	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857659	MGI:107374	12441290	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2178751	MGI:1277980	11937493	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2179607	MGI:1277980	11937494	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856705	MGI:1347466		MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2386954	MGI:1347521	10700181	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2158363	MGI:1890508	12235369	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2176974	MGI:1890571	10700192	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857660	MGI:1918115	2338491	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857660	MGI:1918115		MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3575405	MGI:1927578	15764706	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856150	MGI:88181		MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856150	MGI:88181		MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3769585	MGI:88467	18248096	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857644	MGI:94863	9062079	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2135634	MGI:95524	8601314	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1855973	MGI:95688	5949834	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2135973	MGI:96172	7902826	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150506	MGI:96173	8898214	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150507	MGI:96173	8898214	MP:0002187	abnormal fibula morphology	UBERON:0001446 ! fibula	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1856943	MGI:103222		MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:2158497	MGI:107191	10631182	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:2158497	MGI:107191	10631182	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:1857799	MGI:1344313	9389660	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:2183225	MGI:1347521	18353862	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:3793279	MGI:1347521	18353862	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:3579991	MGI:1861746	11606546	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:1861121	MGI:1891831	479550	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:3762378	MGI:1922667	17904116	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:3790968	MGI:3790484	21892160	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:3790968	MGI:3790484	21892160	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:4850021	MGI:95462	8674109	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:2445967	MGI:95462	8978698	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:2445970	MGI:95462	8978698	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
MGI:5313375	MGI:95489	22242013	MP:0002543	brachyphalangia	UBERON:0003221 ! phalanx	PATO:0000574 ! decreased length		
