Allele ID(s)	MGI Marker Accession ID	PubMed ID	Mammalian Phenotype ID	MP term name	Entity 1	Quality 1	Quality 2	Entity 2
MGI:3712962	MGI:96257	17213231	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2388476	MGI:96560	14755335	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2150145	MGI:97362	11141498	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3795786	MGI:97515	18519639	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857054	MGI:98421		MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1857057	MGI:98434	641946	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1861472	MGI:98490		MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:1888389	MGI:98726	9217007	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3581964	MGI:98739	15964815	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3639880	MGI:99454	20032200	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:3639880	MGI:99454	20032200	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2176466	MGI:99829	9182763	MP:0000559	abnormal femur morphology	UBERON:0000981 ! femur	PATO:0000051 ! morphology	PATO:0000460 ! abnormal	
MGI:2684070	MGI:2443471	14526104	MP:0000561	adactyly	UBERON:0002101 ! limb	PATO:0002000 ! lacks all parts of type		UBERON:0002544 ! digit
MGI:1857796	MGI:98297	8837770	MP:0000561	adactyly	UBERON:0002101 ! limb	PATO:0002000 ! lacks all parts of type		UBERON:0002544 ! digit
MGI:1857617	MGI:98958	10021340	MP:0000561	adactyly	UBERON:0002101 ! limb	PATO:0002000 ! lacks all parts of type		UBERON:0002544 ! digit
MGI:3039290	MGI:102708	19515977	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3762657	MGI:103222	6067640	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3762657	MGI:103222	6067640	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3762657	MGI:103222	6067640	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3762657	MGI:103222	6067640	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2182708	MGI:103222	10835630	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4457499	MGI:103222	20338044	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856943	MGI:103222		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856943	MGI:103222		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856943	MGI:103222		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4462277	MGI:103222		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857654	MGI:103302	7590254	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857654	MGI:103302	7590254	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1934010	MGI:103302	7590255	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2158467	MGI:103302	9013703	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3847798	MGI:103302	19247966	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3769332	MGI:104671	17984226	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2180473	MGI:104672	12695560	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2657134	MGI:104903	11846487	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857447	MGI:105373	9262482	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857935	MGI:105373	9585239	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856954	MGI:105373		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4836362	MGI:106040	21705796	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2667235	MGI:106589	12378523	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1860759	MGI:107456	12413903	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3578144	MGI:107736	16061793	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5311370	MGI:107736		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857484	MGI:108359	9374397	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857484	MGI:108359	9636085	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3849049	MGI:1096867	19386269	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4357956	MGI:1098239	19549984	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4360052	MGI:1098239	19592253	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856203	MGI:1195272	2055107	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4415718	MGI:1298218	19653321	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2387760	MGI:1329040	11702953	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3664273	MGI:1329045	19223390	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1889614	MGI:1338063	10021368	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1889614	MGI:1338063	10021368	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1934916	MGI:1346049	9637690	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2183225	MGI:1347521	14745966	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5301332	MGI:1351471	22179047	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2668464	MGI:1353611	12812989	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856870	MGI:1890647		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1859977	MGI:1914921	10889952	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1861228	MGI:1914921	14779008	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856685	MGI:1915443	"100,495,789,331,275"	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3531090	MGI:1917550	19767740	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4346364	MGI:1917550	19877275	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5311392	MGI:1917550		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4438380	MGI:1917580	19008920	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3046905	MGI:1918711	15229603	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3809863	MGI:1919522	18765564	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4432759	MGI:1920188	22595669	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5426875	MGI:1920188	22595669	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2152544	MGI:1920918	11818962	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3707373	MGI:1921166	17027958	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3707375	MGI:1921166	17027958	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4129326	MGI:1921269	21945076	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3035931	MGI:1921303	14730302	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856274	MGI:1926966		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856583	MGI:1926966		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3617494	MGI:1926966		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3578529	MGI:1932386	15755804	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2675673	MGI:1935168		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2675673	MGI:1935168		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2670565	MGI:2136405	12788935	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3836402	MGI:2142166	19004860	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2152570	MGI:2152569		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2654910	MGI:2384508	12648495	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2386941	MGI:2386940		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3621893	MGI:2442252	16207730	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2661383	MGI:2442252	16517118	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3580702	MGI:2442252	16517118	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5315747	MGI:2443231	22228095	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4441401	MGI:2443752	20067783	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3722325	MGI:2446294	18043505	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2675676	MGI:2653918		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2675676	MGI:2653918		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856897	MGI:2670972	6793660	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2681266	MGI:2681245		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3829198	MGI:2682064	18930042	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4284576	MGI:2685024	22179047	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3038814	MGI:3038441		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3530507	MGI:3530505		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3530512	MGI:3530510		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:4887578	MGI:3584243	21045211	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3640769	MGI:3640768	19235720	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3640771	MGI:3640770	19235720	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3640774	MGI:3640773	19235720	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3640777	MGI:3640775	19235720	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3640780	MGI:3640778	19235720	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3803643	MGI:3686745		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3803643	MGI:3686745		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3689842	MGI:3689841	15192229	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857661	MGI:3762254	8900279	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857661	MGI:3762254	"11,543,619,195,463,100,000,000"	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3798421	MGI:3798420		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3800419	MGI:3800418		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3807947	MGI:3807946		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5297398	MGI:5300208		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5311391	MGI:5311355		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5429852	MGI:5429775		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:5430054	MGI:5430047		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856658	MGI:87873		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857137	MGI:88180	9268572	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2158495|MGI:3714059	MGI:88180	16624858	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2183745	MGI:88491	7768191	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857644	MGI:94863	9062079	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857644	MGI:94863	9062079	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857878	MGI:94889	14444358	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1861455	MGI:94929	13587873	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857163	MGI:95389	7925010	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1930647	MGI:95389	9778510	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1930664	MGI:95389	9778510	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857163	MGI:95389	12832534	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2158381	MGI:95457	17029558	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2158381	MGI:95457	17029558	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2445968	MGI:95462	8978698	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2445970	MGI:95462	8978698	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3834146	MGI:95728	19056373	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856275|MGI:1856280	MGI:95729	1983115	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856275	MGI:95729	6049666	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856283	MGI:95729	6062373	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856286	MGI:95729	6062373	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856287	MGI:95729	6062373	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856282	MGI:95729	7202526	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856282	MGI:95729	7202526	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	9006072	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	9268572	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2182576	MGI:95729	11978771	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2182576	MGI:95729	11978771	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856275|MGI:2183948	MGI:95729	12112872	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2183948	MGI:95729	12112872	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276|MGI:3700159	MGI:95729	17266131	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3700159	MGI:95729	17266131	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856275	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856275	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2182576|MGI:3711052	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3711052	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3711052	MGI:95729	17400206	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	17504940	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	19549984	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	20386744	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	22465667	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276|MGI:5425256	MGI:95729	22465667	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856276	MGI:95729	"83,873,799,006,072"	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856284	MGI:95729		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1861191	MGI:95839	2055107	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:3046753	MGI:95891	15143173	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856054	MGI:96168	5088020	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1856055	MGI:96168		MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2446027	MGI:96200	11101844	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857871	MGI:96205	8106170	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2151805	MGI:96205	8620844	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857871	MGI:96205	8978698	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2445969	MGI:96205	8978698	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2445971	MGI:96205	8978698	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:1857397	MGI:96205	"115,436,199,580,668"	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2677156	MGI:96434	9389646	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2181637	MGI:96435	7984240	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2181637	MGI:96435	7984240	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
MGI:2181646	MGI:96435	8806828	MP:0000562	polydactyly	UBERON:0002101 ! limb	PATO:0002002 ! has extra parts of type		UBERON:0002544 ! digit
